-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1986 through 12/31/2005 
Location: Latitude  32.8279   Longitude -117.1826 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 583.82 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                    MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_LW_DWN,T2M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M,PS,PRECTOTCORR
1986,3,8,-999.0,12.59,17.64,10.47,7.76,5.49,94.84,13.29
1986,3,9,-999.0,11.2,17.16,7.77,6.66,4.51,94.96,3.98
1986,3,10,-999.0,9.56,14.46,6.76,11.05,6.6,94.35,28.65
1986,3,11,-999.0,10.41,14.26,8.31,10.34,8.07,94.74,6.47
1986,3,12,-999.0,9.69,12.84,6.81,8.6,6.15,94.71,3.02
1986,3,13,-999.0,8.23,13.51,4.8,5.56,3.15,94.42,7.78
1986,3,14,-999.0,8.39,13.97,5.28,8.03,5.34,94.57,1.07
1986,3,15,-999.0,8.69,13.17,4.51,8.05,5.42,94.65,19.9
1986,3,16,-999.0,9.06,12.57,6.88,10.73,6.53,94.15,20.43
1986,3,17,-999.0,9.43,13.45,5.73,7.26,4.34,94.38,1.71
1986,3,18,-999.0,10.65,17.77,3.79,5.23,3.13,94.86,0.06
1986,3,19,-999.0,12.5,19.97,4.81,7.03,3.93,95.39,0.01
1986,3,20,-999.0,15.08,22.11,7.9,6.07,3.55,95.63,0.0
1986,3,21,-999.0,16.47,24.03,9.55,5.95,3.79,95.5,0.0
1986,3,22,-999.0,18.92,27.48,12.9,2.85,1.84,95.22,0.03
1986,3,23,-999.0,17.49,24.25,13.42,3.42,1.48,95.11,0.0
1986,3,24,-999.0,16.19,23.4,10.25,4.41,2.08,95.02,0.0
1986,3,25,-999.0,17.06,25.66,9.15,2.38,1.62,94.86,0.0
1986,3,26,-999.0,19.38,26.56,12.33,5.76,2.76,94.93,0.0
1986,3,27,-999.0,20.71,28.92,14.69,2.9,1.77,94.83,0.0
1986,3,28,-999.0,16.54,23.69,11.48,3.77,1.87,94.78,0.06
1986,3,29,-999.0,15.89,24.42,9.55,3.38,2.13,95.04,0.0
1986,3,30,-999.0,16.23,25.21,9.73,4.79,2.64,94.9,0.0
1986,3,31,-999.0,14.4,20.77,10.47,5.46,2.4,94.76,0.32
1986,4,1,-999.0,12.99,16.44,10.48,7.59,5.83,94.84,0.87
1986,4,2,-999.0,11.31,16.5,7.58,8.48,6.16,94.6,0.09
1986,4,3,-999.0,12.19,19.97,6.81,5.14,2.3,94.51,0.0
1986,4,4,-999.0,12.15,20.34,6.98,5.37,2.09,94.4,0.01
1986,4,5,-999.0,11.3,18.27,5.98,6.59,3.49,94.37,2.16
1986,4,6,-999.0,11.22,15.0,8.4,8.92,4.84,94.78,7.15
1986,4,7,-999.0,11.35,17.55,7.85,6.14,3.76,95.26,0.27
1986,4,8,-999.0,12.08,18.63,6.19,6.1,4.07,95.27,0.02
1986,4,9,-999.0,14.64,23.7,6.97,3.41,2.27,94.84,0.0
1986,4,10,-999.0,13.86,20.44,9.48,5.11,3.01,94.6,0.0
1986,4,11,-999.0,12.94,20.48,7.59,6.12,3.47,94.59,0.0
1986,4,12,-999.0,11.82,16.75,7.64,7.95,6.13,94.69,0.04
1986,4,13,-999.0,13.97,22.7,7.19,6.09,2.82,94.73,0.0
1986,4,14,-999.0,13.69,21.71,8.23,5.4,2.88,94.77,0.0
1986,4,15,-999.0,11.79,20.55,6.16,5.52,3.57,94.9,0.0
1986,4,16,-999.0,10.51,15.21,6.33,9.82,7.3,94.95,0.03
1986,4,17,-999.0,11.65,18.14,7.6,7.19,5.17,95.04,0.0
1986,4,18,-999.0,15.19,24.03,6.57,4.16,2.48,95.0,0.0
1986,4,19,-999.0,16.74,25.23,8.19,7.37,4.27,95.29,0.0
1986,4,20,-999.0,20.01,28.95,12.72,4.14,2.76,95.07,0.02
1986,4,21,-999.0,19.77,28.4,11.39,4.95,2.3,94.73,0.0
1986,4,22,-999.0,15.2,22.41,9.12,5.3,2.85,94.71,0.0
1986,4,23,-999.0,14.0,20.93,7.88,5.98,3.8,94.66,0.0
1986,4,24,-999.0,12.52,18.19,7.67,6.59,4.79,94.75,0.0
1986,4,25,-999.0,12.29,18.47,6.9,6.47,4.53,94.66,0.0
1986,4,26,-999.0,15.7,24.13,7.97,4.42,3.02,94.52,0.0
1986,4,27,-999.0,17.52,26.99,9.64,8.09,4.37,94.86,0.0
1986,4,28,-999.0,19.26,27.83,11.72,5.66,2.62,94.69,0.0
1986,4,29,-999.0,16.05,23.8,9.61,5.69,2.99,94.58,0.0
1986,4,30,-999.0,14.3,22.46,6.97,5.45,2.67,94.85,0.01
1986,5,1,-999.0,15.83,24.12,10.11,4.84,3.16,94.91,0.05
1986,5,2,-999.0,17.29,26.15,10.3,6.85,4.25,94.89,0.0
1986,5,3,-999.0,15.3,22.68,9.92,7.8,5.48,94.93,0.0
1986,5,4,-999.0,12.79,18.92,8.82,8.64,6.88,94.89,0.0
1986,5,5,-999.0,13.5,20.8,8.42,7.48,4.97,94.59,0.06
1986,5,6,-999.0,11.69,16.56,8.44,10.24,8.35,94.51,0.41
1986,5,7,-999.0,12.07,19.15,7.12,7.84,5.29,94.59,0.03
1986,5,8,-999.0,14.55,23.2,6.59,4.44,2.62,94.49,0.84
1986,5,9,-999.0,17.47,26.24,9.58,4.34,2.65,94.48,0.0
1986,5,10,-999.0,17.05,25.12,10.24,6.54,2.93,94.56,0.0
1986,5,11,-999.0,14.42,22.27,7.7,5.87,3.39,94.62,0.0
1986,5,12,-999.0,14.26,23.01,6.41,5.33,3.38,94.7,0.0
1986,5,13,-999.0,14.98,23.23,7.69,4.92,3.62,94.58,0.0
1986,5,14,-999.0,15.36,23.44,9.37,6.11,4.03,94.44,0.0
1986,5,15,-999.0,13.65,19.62,10.27,5.71,4.41,94.34,0.0
1986,5,16,-999.0,18.68,28.18,9.27,3.65,2.67,94.47,0.0
1986,5,17,-999.0,20.77,29.98,12.23,8.28,4.09,94.82,0.0
1986,5,18,-999.0,23.35,31.83,16.55,4.31,2.33,94.6,0.0
1986,5,19,-999.0,22.18,31.83,13.65,5.33,2.29,94.49,0.0
1986,5,20,-999.0,18.99,29.33,11.65,6.15,2.92,94.5,0.0
1986,5,21,-999.0,14.45,20.5,10.48,6.42,4.24,94.63,0.0
1986,5,22,-999.0,16.89,26.75,8.23,4.61,2.71,94.46,0.0
1986,5,23,-999.0,15.36,23.78,9.79,5.24,3.31,94.45,0.0
1986,5,24,-999.0,20.76,31.37,9.85,2.7,2.01,94.38,0.0
1986,5,25,-999.0,24.15,33.3,17.0,4.7,2.64,94.44,0.0
1986,5,26,-999.0,21.7,31.15,14.15,4.73,2.43,94.45,0.0
1986,5,27,-999.0,20.36,29.05,12.84,5.06,2.84,94.33,0.0
1986,5,28,-999.0,20.44,28.44,12.24,5.47,2.92,94.39,0.0
1986,5,29,-999.0,19.8,27.01,12.64,5.67,3.38,94.56,0.0
1986,5,30,-999.0,19.77,29.0,12.71,6.09,3.58,94.56,0.0
1986,5,31,-999.0,18.58,27.28,12.32,6.3,4.13,94.45,0.0
1986,6,1,-999.0,18.9,27.37,12.69,5.74,3.98,94.26,0.0
1986,6,2,-999.0,17.95,25.12,12.1,5.3,3.6,94.37,0.0
1986,6,3,-999.0,20.18,29.76,12.09,5.68,3.34,94.51,0.0
1986,6,4,-999.0,18.81,27.1,11.65,5.8,3.17,94.49,0.0
1986,6,5,-999.0,17.15,24.9,11.22,5.95,3.83,94.56,0.0
1986,6,6,-999.0,17.54,25.92,11.3,6.01,3.72,94.67,0.0
1986,6,7,-999.0,16.94,25.54,10.4,6.49,4.04,94.53,0.0
1986,6,8,-999.0,19.02,28.48,10.13,6.35,3.45,94.3,0.0
1986,6,9,-999.0,23.4,33.39,13.73,3.45,2.05,94.43,0.0
1986,6,10,-999.0,24.29,34.24,15.24,3.05,2.23,94.76,0.0
1986,6,11,-999.0,25.11,35.57,16.16,5.0,2.76,94.8,0.0
1986,6,12,-999.0,21.98,31.05,14.77,6.34,3.81,94.76,0.0
1986,6,13,-999.0,20.86,30.14,12.11,5.56,3.09,94.8,0.0
1986,6,14,-999.0,21.01,29.64,13.23,6.2,3.68,94.79,0.0
1986,6,15,-999.0,21.44,30.65,12.91,6.08,3.35,94.51,0.0
1986,6,16,-999.0,20.79,29.19,13.09,5.49,3.05,94.61,0.0
1986,6,17,-999.0,20.98,30.91,12.82,5.53,3.3,94.83,0.0
1986,6,18,-999.0,20.32,28.87,12.76,6.05,3.66,94.76,0.0
1986,6,19,-999.0,20.71,29.89,12.7,5.44,2.95,94.53,0.0
1986,6,20,-999.0,20.56,29.87,12.35,5.16,3.01,94.58,0.0
1986,6,21,-999.0,21.69,31.2,13.01,4.57,2.63,94.61,0.0
1986,6,22,-999.0,23.37,33.95,13.47,4.21,2.46,94.6,0.0
1986,6,23,-999.0,24.47,33.19,16.32,3.26,2.22,94.63,0.0
1986,6,24,-999.0,24.38,32.59,16.62,5.18,3.93,94.61,0.0
1986,6,25,-999.0,25.29,34.12,16.98,6.29,3.28,94.52,0.0
1986,6,26,-999.0,26.51,35.17,18.05,6.38,3.82,94.59,0.0
1986,6,27,-999.0,28.54,37.69,19.51,6.14,3.85,94.7,0.0
1986,6,28,-999.0,28.09,37.64,19.4,5.5,2.56,94.69,0.0
1986,6,29,-999.0,25.01,33.76,17.56,3.97,2.27,94.64,0.0
1986,6,30,-999.0,25.58,33.63,18.9,5.23,2.65,94.53,0.04
1986,7,1,-999.0,26.11,34.98,17.93,5.34,2.87,94.76,0.0
1986,7,2,-999.0,26.57,35.24,19.3,4.73,2.98,94.83,0.0
1986,7,3,-999.0,23.97,31.64,17.4,5.87,3.62,94.63,0.0
1986,7,4,-999.0,20.0,26.19,14.11,5.91,4.18,94.57,0.0
1986,7,5,-999.0,17.74,24.17,12.87,6.34,4.46,94.74,0.02
1986,7,6,-999.0,18.95,26.23,11.68,6.84,3.44,95.05,0.0
1986,7,7,-999.0,22.73,30.43,14.9,5.77,3.29,95.02,0.0
1986,7,8,-999.0,23.99,31.54,16.73,6.0,3.65,94.93,0.0
1986,7,9,-999.0,22.57,29.65,16.07,5.85,3.63,95.0,0.0
1986,7,10,-999.0,21.08,29.78,14.09,5.65,3.42,94.82,0.0
1986,7,11,-999.0,23.8,34.13,14.54,4.41,2.53,94.53,0.0
1986,7,12,-999.0,23.88,33.26,16.53,5.48,2.68,94.55,0.0
1986,7,13,-999.0,24.91,33.62,16.77,4.77,2.85,94.7,0.0
1986,7,14,-999.0,25.34,34.03,18.86,3.7,2.6,94.76,3.13
1986,7,15,-999.0,23.66,30.7,18.25,6.16,3.61,94.79,0.57
1986,7,16,-999.0,21.51,28.19,15.98,5.67,3.8,94.79,0.0
1986,7,17,-999.0,21.39,28.58,14.35,5.73,3.56,94.88,0.0
1986,7,18,-999.0,22.1,29.27,15.2,5.36,3.31,95.04,0.0
1986,7,19,-999.0,25.45,34.85,15.7,5.05,3.19,95.13,0.0
1986,7,20,-999.0,27.64,37.1,18.99,4.97,3.05,94.71,0.53
1986,7,21,-999.0,24.71,31.53,19.32,3.76,2.27,94.6,7.3
1986,7,22,-999.0,23.4,30.36,18.6,3.62,2.14,94.87,3.57
1986,7,23,-999.0,22.69,30.58,16.67,4.61,2.76,95.04,0.13
1986,7,24,-999.0,20.18,28.08,14.49,5.7,3.98,95.26,0.0
1986,7,25,-999.0,19.69,28.64,13.02,6.2,4.45,95.19,0.0
1986,7,26,-999.0,20.54,29.92,12.79,6.05,4.02,94.96,0.0
1986,7,27,-999.0,20.13,29.63,11.83,5.24,3.06,94.8,0.0
1986,7,28,-999.0,21.28,30.01,13.13,5.52,3.06,94.93,0.0
1986,7,29,-999.0,23.48,33.08,14.62,5.33,3.16,95.0,0.0
1986,7,30,-999.0,24.48,33.41,17.87,5.5,3.34,94.83,0.0
1986,7,31,-999.0,26.18,36.3,17.53,5.45,3.15,94.62,0.0
1986,8,1,-999.0,27.73,37.1,19.4,4.84,2.78,94.65,0.0
1986,8,2,-999.0,26.88,34.91,18.32,4.09,2.25,94.85,0.01
1986,8,3,-999.0,27.03,35.89,19.07,4.34,2.47,94.88,0.0
1986,8,4,-999.0,27.03,36.67,18.85,4.69,2.49,94.67,0.01
1986,8,5,-999.0,26.19,34.66,18.83,5.46,2.77,94.53,0.0
1986,8,6,-999.0,26.48,35.65,19.0,4.75,2.81,94.63,0.0
1986,8,7,-999.0,26.21,34.98,18.83,5.74,3.35,94.69,0.0
1986,8,8,-999.0,25.94,33.54,19.48,5.55,3.39,94.5,0.0
1986,8,9,-999.0,26.76,35.4,19.36,4.61,2.59,94.42,0.05
1986,8,10,-999.0,27.28,35.91,20.13,4.51,2.46,94.57,0.18
1986,8,11,-999.0,27.37,34.67,21.79,3.85,1.99,94.75,0.16
1986,8,12,-999.0,26.37,34.33,20.29,5.3,3.09,94.68,0.0
1986,8,13,-999.0,24.47,32.86,18.19,5.98,3.52,94.43,0.0
1986,8,14,-999.0,23.33,32.01,16.44,5.8,3.84,94.47,0.0
1986,8,15,-999.0,23.05,32.0,15.84,6.09,3.91,94.53,0.0
1986,8,16,-999.0,24.15,34.06,15.64,5.3,3.58,94.47,0.0
1986,8,17,-999.0,27.47,37.87,18.28,2.94,1.74,94.6,0.76
1986,8,18,-999.0,29.07,36.15,23.0,4.36,2.13,94.89,0.37
1986,8,19,-999.0,29.6,37.18,24.27,5.09,2.55,94.89,0.42
1986,8,20,-999.0,29.61,35.91,24.81,3.52,1.88,94.77,0.01
1986,8,21,-999.0,29.1,36.39,23.28,4.86,2.34,94.83,0.17
1986,8,22,-999.0,28.36,37.28,21.6,5.09,2.76,94.6,0.0
1986,8,23,-999.0,26.12,34.59,18.86,4.83,2.68,94.38,0.0
1986,8,24,-999.0,25.58,33.49,16.99,4.07,1.92,94.37,1.19
1986,8,25,-999.0,27.37,34.37,21.51,2.62,1.57,94.54,2.16
1986,8,26,-999.0,26.83,33.12,21.4,2.95,1.62,94.79,0.36
1986,8,27,-999.0,26.97,34.2,21.24,4.55,2.29,94.88,0.0
1986,8,28,-999.0,27.3,33.66,21.37,3.41,2.02,94.67,0.19
1986,8,29,-999.0,28.11,36.48,22.0,5.43,2.41,94.62,0.0
1986,8,30,-999.0,26.01,34.26,19.51,5.47,2.34,94.76,0.09
1986,8,31,-999.0,22.32,30.17,16.08,5.37,2.99,94.74,0.0
1986,9,1,-999.0,21.69,31.61,14.15,4.44,2.53,94.54,0.0
1986,9,2,-999.0,22.13,30.88,15.05,4.83,3.55,94.49,0.0
1986,9,3,-999.0,23.79,33.43,15.54,4.52,3.27,94.52,0.0
1986,9,4,-999.0,26.5,36.72,18.01,3.23,2.17,94.57,0.0
1986,9,5,-999.0,27.36,37.23,19.77,4.99,2.49,94.57,0.0
1986,9,6,-999.0,26.8,35.01,20.56,5.49,2.29,94.49,0.0
1986,9,7,-999.0,24.74,32.74,18.47,5.52,2.42,94.52,0.0
1986,9,8,-999.0,22.37,30.19,15.8,5.63,2.92,94.58,0.0
1986,9,9,-999.0,18.23,26.24,12.65,6.27,3.84,94.49,0.0
1986,9,10,-999.0,19.55,28.76,11.92,3.62,2.9,94.63,0.0
1986,9,11,-999.0,20.3,29.42,13.75,5.05,2.54,94.85,0.0
1986,9,12,-999.0,16.58,22.27,13.38,5.47,3.59,94.75,0.0
1986,9,13,-999.0,16.58,24.2,11.98,6.63,4.45,94.76,0.0
1986,9,14,-999.0,16.21,23.47,10.94,6.28,4.37,94.91,0.0
1986,9,15,-999.0,16.54,25.02,10.51,6.34,4.18,94.91,0.0
1986,9,16,-999.0,18.3,26.77,10.76,6.77,3.91,95.03,0.0
1986,9,17,-999.0,19.48,28.38,13.69,7.11,3.59,94.92,0.0
1986,9,18,-999.0,18.09,25.3,12.87,6.62,3.96,94.72,0.0
1986,9,19,-999.0,15.52,22.73,11.8,7.17,4.8,94.7,0.0
1986,9,20,-999.0,14.47,20.04,9.89,4.19,2.88,94.84,0.0
1986,9,21,-999.0,16.47,25.48,9.44,5.66,2.98,94.85,0.0
1986,9,22,-999.0,15.2,22.5,10.2,6.68,3.02,94.73,0.65
1986,9,23,-999.0,13.51,19.14,10.37,7.83,4.88,94.49,4.37
1986,9,24,-999.0,13.48,16.55,11.35,8.38,6.94,94.45,14.51
1986,9,25,-999.0,15.1,19.82,12.01,7.69,6.73,94.6,8.91
1986,9,26,-999.0,14.12,20.73,10.46,6.2,4.8,94.95,0.1
1986,9,27,-999.0,14.25,21.13,9.27,6.49,4.36,94.83,0.0
1986,9,28,-999.0,14.49,19.76,11.09,6.2,4.02,94.65,0.03
1986,9,29,-999.0,17.15,26.17,9.93,3.35,2.54,94.71,0.0
1986,9,30,-999.0,18.58,26.91,12.21,4.73,1.95,94.62,0.0
1986,10,1,-999.0,14.12,19.39,9.81,8.03,5.12,94.1,0.27
1986,10,2,-999.0,14.1,20.19,10.17,5.54,4.4,93.99,0.85
1986,10,3,-999.0,15.46,23.05,9.08,3.68,3.1,94.58,0.11
1986,10,4,-999.0,18.32,26.23,10.95,5.55,3.69,94.66,0.0
1986,10,5,-999.0,19.91,27.68,12.58,3.99,2.63,94.56,0.0
1986,10,6,-999.0,20.49,27.83,13.5,5.16,3.0,94.77,0.0
1986,10,7,-999.0,20.56,28.66,14.66,4.04,2.48,94.69,0.0
1986,10,8,-999.0,19.89,28.46,13.89,2.38,1.6,94.67,1.85
1986,10,9,-999.0,18.3,25.71,13.29,3.19,1.84,94.65,25.64
1986,10,10,-999.0,16.2,22.73,12.86,4.96,3.66,94.55,4.07
1986,10,11,-999.0,15.44,21.3,12.32,6.23,4.09,94.56,0.17
1986,10,12,-999.0,15.35,23.43,9.54,4.8,2.45,94.85,0.0
1986,10,13,-999.0,15.44,23.45,8.35,6.19,4.12,95.13,0.0
1986,10,14,-999.0,18.05,26.67,10.82,3.84,2.66,95.06,0.0
1986,10,15,-999.0,18.44,24.54,13.89,3.92,1.67,94.96,0.01
1986,10,16,-999.0,16.92,25.4,10.25,5.49,2.26,95.05,0.0
1986,10,17,-999.0,13.37,20.08,8.73,7.29,4.74,94.97,0.0
1986,10,18,-999.0,13.55,19.75,9.19,6.7,4.61,94.71,0.0
1986,10,19,-999.0,14.31,22.05,9.35,4.71,2.06,94.73,0.0
1986,10,20,-999.0,15.23,22.86,9.33,3.19,1.91,94.85,0.0
1986,10,21,-999.0,16.16,23.12,9.4,5.96,3.61,94.76,0.0
1986,10,22,-999.0,15.9,20.58,12.34,2.49,1.77,94.58,0.01
1986,10,23,-999.0,15.13,22.61,10.36,3.48,2.41,94.94,0.0
1986,10,24,-999.0,16.77,26.3,10.15,3.25,2.42,95.23,0.0
1986,10,25,-999.0,19.99,28.77,13.6,4.23,3.06,95.09,0.0
1986,10,26,-999.0,19.73,25.79,15.23,6.41,2.88,95.04,0.0
1986,10,27,-999.0,20.44,27.49,16.19,2.3,1.26,95.06,0.0
1986,10,28,-999.0,20.23,25.32,16.62,2.27,1.05,95.13,0.0
1986,10,29,-999.0,19.26,27.87,14.22,3.16,1.94,95.21,0.0
1986,10,30,-999.0,17.21,24.95,11.41,5.62,2.93,94.9,0.0
1986,10,31,-999.0,15.17,22.73,11.19,3.51,2.59,94.48,0.0
1986,11,1,-999.0,14.03,21.89,7.75,5.7,3.76,94.85,0.0
1986,11,2,-999.0,14.44,21.19,8.17,6.45,4.07,94.87,0.07
1986,11,3,-999.0,16.37,24.98,10.58,5.05,2.97,94.71,0.0
1986,11,4,-999.0,16.45,25.12,9.6,5.26,2.82,94.9,0.0
1986,11,5,-999.0,16.79,25.4,11.26,3.35,1.96,94.88,0.0
1986,11,6,-999.0,12.69,19.68,8.26,6.1,3.0,94.55,0.0
1986,11,7,-999.0,11.8,19.37,7.1,6.09,3.03,94.92,0.0
1986,11,8,-999.0,11.78,19.2,7.2,5.25,3.05,95.37,0.0
1986,11,9,-999.0,12.82,21.49,6.48,6.3,4.01,95.23,0.0
1986,11,10,-999.0,13.55,22.18,7.31,8.71,5.16,95.07,0.0
1986,11,11,-999.0,14.64,24.11,8.27,7.11,4.66,95.09,0.0
1986,11,12,-999.0,17.35,25.54,12.55,4.14,2.83,94.93,0.0
1986,11,13,-999.0,15.72,23.94,10.23,4.56,2.8,94.9,0.0
1986,11,14,-999.0,14.4,22.17,10.64,5.26,2.21,94.94,0.0
1986,11,15,-999.0,15.62,23.56,9.74,2.35,1.03,95.09,0.12
1986,11,16,-999.0,18.0,25.42,13.9,3.1,1.62,94.95,2.39
1986,11,17,-999.0,16.31,19.8,13.35,3.34,1.98,94.72,15.88
1986,11,18,-999.0,14.82,18.77,12.3,5.58,3.55,94.7,2.43
