-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1986 through 12/31/2005 
Location: Latitude  46.8897   Longitude -100.7033 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 571.53 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                    MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_LW_DWN,T2M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M,PS,PRECTOTCORR
1986,3,6,264.6,-7.35,-4.3,-11.82,10.33,7.38,95.61,0.47
1986,3,7,262.6,-7.37,-1.24,-13.28,11.81,8.64,94.91,0.03
1986,3,8,267.1,3.01,14.44,-4.1,8.47,5.33,93.0,0.11
1986,3,9,264.4,0.59,4.37,-3.42,6.02,3.64,93.63,0.67
1986,3,10,248.8,2.19,9.87,-3.67,3.87,2.23,94.15,0.02
1986,3,11,271.1,2.51,8.49,-0.77,6.94,5.09,94.22,2.84
1986,3,12,277.1,0.32,3.15,-1.9,4.95,3.91,94.56,2.08
1986,3,13,268.1,0.92,7.15,-3.31,5.55,3.73,94.38,0.0
1986,3,14,231.0,2.32,9.07,-3.67,3.94,2.6,94.51,0.07
1986,3,15,232.1,2.47,9.37,-2.1,4.1,2.91,94.8,0.0
1986,3,16,269.9,2.65,9.58,-2.73,7.1,3.73,94.64,0.0
1986,3,17,276.3,2.24,8.94,-2.63,7.13,4.26,94.59,0.01
1986,3,18,298.6,0.24,5.99,-4.59,9.12,6.64,94.64,0.13
1986,3,19,270.0,-5.46,-1.6,-7.6,8.56,5.48,95.68,0.04
1986,3,20,273.0,-1.38,6.28,-7.56,7.26,4.94,95.78,0.08
1986,3,21,267.9,6.62,17.5,-2.67,10.63,6.29,94.86,0.0
1986,3,22,262.9,7.76,13.09,0.94,13.95,9.91,94.65,0.0
1986,3,23,257.2,1.09,7.99,-4.92,8.03,4.77,95.9,0.0
1986,3,24,289.2,7.17,18.96,-1.84,8.21,5.43,94.28,0.38
1986,3,25,284.4,6.01,11.48,-4.4,14.76,10.92,94.25,0.39
1986,3,26,278.1,1.12,8.55,-6.1,11.18,5.69,95.59,0.0
1986,3,27,300.0,10.9,22.95,-0.73,8.73,6.27,94.69,0.0
1986,3,28,309.0,14.69,24.2,6.4,8.57,5.98,94.23,0.0
1986,3,29,303.0,13.91,21.14,3.61,16.32,9.38,94.03,0.02
1986,3,30,304.1,11.58,21.58,2.68,10.52,6.8,94.34,0.01
1986,3,31,291.8,8.4,13.21,2.9,12.84,8.41,94.26,0.0
1986,4,1,255.1,7.22,16.12,-2.22,8.73,5.18,94.97,0.65
1986,4,2,306.2,6.31,11.87,1.61,12.04,8.63,94.22,12.92
1986,4,3,309.8,4.48,9.45,0.82,10.62,7.64,95.21,4.09
1986,4,4,287.5,3.38,5.7,0.99,8.88,5.91,94.85,5.54
1986,4,5,298.2,6.1,13.55,1.65,3.67,2.73,94.51,0.34
1986,4,6,264.3,9.23,19.71,-0.61,8.95,5.33,94.41,0.08
1986,4,7,251.9,7.7,15.94,0.33,9.96,6.09,95.25,0.01
1986,4,8,245.7,5.76,13.56,-2.27,5.06,3.73,95.96,0.0
1986,4,9,252.8,8.32,17.84,-1.71,5.45,4.53,95.38,0.0
1986,4,10,274.2,10.46,19.01,0.98,6.83,5.01,94.57,0.13
1986,4,11,302.2,6.26,18.75,-5.51,13.48,7.32,94.12,1.08
1986,4,12,285.7,-1.14,6.56,-7.62,8.34,6.05,94.98,0.25
1986,4,13,282.9,-3.74,0.02,-6.31,12.2,8.34,94.51,15.0
1986,4,14,275.3,-6.31,-4.46,-7.95,14.32,12.34,94.95,7.19
1986,4,15,307.3,-2.66,3.27,-7.04,7.02,4.15,95.76,0.04
1986,4,16,298.2,2.59,9.45,-3.51,11.5,8.02,94.93,2.1
1986,4,17,305.7,5.8,9.65,2.62,9.77,6.7,94.3,15.84
1986,4,18,294.9,2.51,3.51,0.67,8.87,5.81,94.03,16.46
1986,4,19,302.9,5.25,10.45,0.11,10.12,6.59,94.42,1.59
1986,4,20,296.7,3.56,7.79,-4.39,7.76,5.7,94.86,0.1
1986,4,21,288.1,3.21,11.22,-5.42,6.12,2.46,95.18,0.0
1986,4,22,311.8,13.62,25.93,1.25,9.89,7.76,93.93,0.34
1986,4,23,323.6,13.87,24.13,6.01,11.94,7.34,93.51,0.24
1986,4,24,313.3,8.76,15.59,2.75,6.67,4.62,94.8,0.9
1986,4,25,301.2,2.55,3.98,-0.28,9.69,7.29,94.28,14.97
1986,4,26,305.7,3.99,9.4,-0.96,6.79,4.71,94.43,3.13
1986,4,27,313.1,3.89,9.35,-0.49,7.43,5.51,94.39,0.61
1986,4,28,279.1,7.57,16.66,-1.89,8.51,5.69,93.98,0.19
1986,4,29,326.5,10.15,18.0,1.58,5.76,3.92,94.08,2.8
1986,4,30,305.1,7.93,13.73,2.17,12.22,9.27,94.55,3.33
1986,5,1,308.4,5.51,13.39,-2.17,5.05,3.79,95.83,0.0
1986,5,2,316.5,8.51,17.22,-1.03,7.52,5.95,95.91,0.0
1986,5,3,307.9,14.69,24.65,3.82,11.62,8.63,94.58,0.11
1986,5,4,325.0,20.0,30.92,10.82,6.74,4.93,92.79,0.9
1986,5,5,343.9,11.42,19.02,2.81,16.82,10.07,91.98,8.34
1986,5,6,328.2,5.75,10.86,1.61,16.2,8.84,93.99,0.94
1986,5,7,313.9,6.03,11.7,0.35,7.77,5.55,95.0,5.66
1986,5,8,305.1,5.92,9.46,1.92,10.75,8.81,94.65,16.59
1986,5,9,335.5,12.01,17.6,4.84,13.73,9.29,93.78,3.57
1986,5,10,306.2,12.31,20.87,3.19,5.4,4.07,94.49,0.02
1986,5,11,333.8,16.11,24.31,7.31,7.67,4.59,93.98,1.71
1986,5,12,328.9,11.84,17.44,6.28,11.38,6.5,94.53,0.08
1986,5,13,303.7,13.41,22.04,2.98,7.33,4.98,94.11,0.0
1986,5,14,343.3,11.55,17.41,5.46,10.12,6.06,93.81,0.15
1986,5,15,338.0,10.37,16.48,3.95,6.22,4.82,94.49,0.86
1986,5,16,331.1,7.2,13.48,1.55,8.34,5.94,95.15,0.02
1986,5,17,321.0,9.9,17.55,0.55,4.3,3.17,95.25,0.03
1986,5,18,354.6,12.36,18.27,6.23,6.25,4.9,95.08,0.35
1986,5,19,357.1,14.13,20.48,6.64,8.96,6.81,95.06,0.25
1986,5,20,311.7,15.52,23.19,7.62,9.16,7.15,94.88,0.04
1986,5,21,312.0,15.24,22.37,7.56,12.23,9.36,94.51,0.0
1986,5,22,344.3,13.63,18.68,8.53,11.2,9.07,94.27,15.52
1986,5,23,342.1,10.13,12.69,6.44,3.96,2.02,94.46,7.76
1986,5,24,342.4,9.95,14.2,4.35,4.84,3.61,95.12,1.01
1986,5,25,329.2,13.29,19.22,4.25,5.55,3.48,95.51,0.5
1986,5,26,328.7,17.12,24.07,7.85,4.41,2.75,95.53,0.12
1986,5,27,332.1,19.93,27.45,11.76,3.77,3.12,95.22,0.02
1986,5,28,345.7,20.39,27.94,12.33,3.91,2.82,95.22,0.04
1986,5,29,333.0,20.68,27.63,11.71,3.16,1.81,95.2,0.06
1986,5,30,335.5,21.8,29.26,12.87,4.29,2.95,94.84,0.0
1986,5,31,348.7,23.57,32.26,14.15,6.7,5.06,94.3,0.03
1986,6,1,333.6,17.19,22.98,12.27,7.3,4.38,95.05,0.03
1986,6,2,341.5,21.69,30.68,10.4,10.27,8.58,94.42,0.08
1986,6,3,370.3,22.02,29.74,14.83,10.55,6.24,94.22,0.48
1986,6,4,348.8,17.77,23.44,11.48,6.7,4.4,95.1,0.16
1986,6,5,367.3,17.5,25.22,8.37,6.77,5.39,94.68,0.61
1986,6,6,380.9,20.08,26.01,12.77,4.23,3.34,94.05,3.56
1986,6,7,339.7,19.37,26.19,13.3,6.45,4.94,94.57,0.21
1986,6,8,381.6,17.4,23.69,11.55,7.02,5.41,94.87,0.5
1986,6,9,359.4,17.24,21.8,12.12,7.29,4.54,94.54,5.56
1986,6,10,363.0,18.07,23.19,12.0,9.05,6.43,94.68,0.31
1986,6,11,329.6,18.1,25.62,8.37,5.23,2.8,94.67,0.0
1986,6,12,340.9,17.58,23.18,12.34,9.88,6.57,94.88,0.07
1986,6,13,364.3,18.39,24.5,11.22,3.62,2.53,95.05,1.89
1986,6,14,336.7,19.28,26.25,10.5,5.38,3.09,94.75,6.19
1986,6,15,375.6,20.66,28.8,12.8,9.5,5.84,93.85,0.71
1986,6,16,366.4,16.79,24.33,9.92,5.09,3.45,95.2,0.02
1986,6,17,395.0,22.77,30.98,12.7,8.76,6.28,94.95,0.16
1986,6,18,388.6,26.44,35.22,17.39,4.33,2.52,94.22,0.67
1986,6,19,400.4,27.04,35.84,18.2,8.77,3.71,94.13,3.14
1986,6,20,394.3,22.17,27.48,17.32,6.55,3.24,94.47,5.38
1986,6,21,383.2,21.22,26.8,14.17,8.84,5.85,94.42,0.58
1986,6,22,368.0,20.12,28.0,11.8,8.57,5.73,94.89,0.0
1986,6,23,372.6,19.9,25.72,13.7,7.66,5.39,95.17,0.0
1986,6,24,371.1,22.62,31.78,11.37,8.33,7.02,94.89,0.01
1986,6,25,408.4,26.92,35.61,18.43,6.6,3.47,94.05,0.65
1986,6,26,397.2,25.63,31.58,18.88,5.95,4.03,94.1,0.67
1986,6,27,400.2,22.49,27.2,16.27,5.3,3.48,94.93,7.04
1986,6,28,391.2,21.66,27.63,16.3,5.32,3.6,95.0,3.38
1986,6,29,391.8,16.86,20.84,13.14,8.45,6.24,94.82,19.4
1986,6,30,404.7,17.15,23.82,12.62,5.13,3.28,94.67,5.03
1986,7,1,371.0,19.15,24.82,12.77,7.61,5.2,94.81,0.23
1986,7,2,368.4,20.94,27.43,13.32,6.07,2.25,95.09,0.02
1986,7,3,365.1,25.05,34.94,16.83,9.63,7.07,93.84,1.5
1986,7,4,385.6,23.87,30.08,16.03,10.09,4.39,93.48,1.94
1986,7,5,383.3,19.83,23.05,14.08,12.44,8.92,93.82,2.12
1986,7,6,340.6,19.64,26.88,11.55,9.94,6.0,95.17,0.13
1986,7,7,371.0,20.06,29.26,13.49,7.38,3.54,95.3,2.63
1986,7,8,358.8,20.24,27.04,13.86,4.18,2.53,95.15,2.68
1986,7,9,362.4,20.18,28.55,13.66,5.54,4.22,94.82,12.49
1986,7,10,376.4,21.07,26.55,15.83,3.91,3.14,94.24,12.45
1986,7,11,393.5,19.24,25.59,13.87,4.23,2.95,93.96,3.99
1986,7,12,365.1,17.6,22.16,12.42,7.38,4.68,93.99,1.91
1986,7,13,344.0,20.69,28.36,11.58,4.26,3.02,94.61,0.4
1986,7,14,356.0,21.83,29.22,13.53,4.65,3.02,94.79,4.48
1986,7,15,381.2,25.01,31.61,16.69,5.09,3.0,94.39,11.02
1986,7,16,410.5,24.23,29.5,20.62,5.12,3.92,94.15,7.2
1986,7,17,384.4,23.71,30.8,16.9,8.12,4.47,94.3,5.82
1986,7,18,392.0,21.9,28.25,14.44,5.05,2.88,94.84,4.75
1986,7,19,353.8,20.0,26.0,14.05,8.88,5.42,95.49,0.43
1986,7,20,359.6,19.86,25.69,11.97,4.59,2.97,95.53,1.73
1986,7,21,354.9,22.19,28.39,13.79,5.0,3.14,95.04,0.09
1986,7,22,358.7,23.95,30.99,15.3,5.64,4.09,94.88,0.61
1986,7,23,403.0,26.05,34.08,19.95,6.53,4.52,94.22,4.91
1986,7,24,359.0,22.74,29.01,15.93,6.43,3.95,94.75,0.51
1986,7,25,375.4,22.25,29.36,13.97,5.77,4.09,94.85,0.28
1986,7,26,382.5,22.77,30.11,17.23,6.17,3.59,94.47,2.05
1986,7,27,379.6,20.15,24.25,14.72,3.05,1.75,94.52,3.8
1986,7,28,364.6,22.87,29.67,15.68,4.17,2.59,94.65,0.67
1986,7,29,356.9,25.65,34.06,16.73,7.82,5.2,94.4,2.24
1986,7,30,387.3,20.92,27.78,14.69,6.68,5.1,94.89,0.95
1986,7,31,353.6,19.35,26.05,12.1,6.91,4.72,95.15,0.12
1986,8,1,353.3,18.49,24.57,12.23,8.91,5.33,95.17,0.01
1986,8,2,331.2,18.69,25.6,10.29,4.48,3.0,95.52,0.0
1986,8,3,336.8,22.07,29.78,12.44,4.52,2.86,95.28,0.05
1986,8,4,339.6,23.65,31.19,14.62,3.15,1.95,94.91,1.27
1986,8,5,361.0,23.63,30.39,16.31,4.6,3.58,94.68,4.33
1986,8,6,397.8,20.58,27.23,15.36,5.11,3.28,94.5,4.48
1986,8,7,346.3,19.99,27.01,13.35,8.75,5.53,94.74,0.07
1986,8,8,332.8,22.47,30.5,13.16,3.96,3.15,94.62,0.17
1986,8,9,372.0,18.19,24.14,12.28,10.67,5.92,94.73,0.62
1986,8,10,346.9,16.12,22.97,9.42,4.97,3.23,95.27,0.01
1986,8,11,348.8,18.51,26.48,8.87,4.7,2.91,95.16,0.0
1986,8,12,393.4,21.83,29.74,13.9,5.43,3.5,94.55,4.61
1986,8,13,385.2,19.06,23.01,15.89,5.25,2.67,94.09,13.26
1986,8,14,350.0,21.34,27.8,14.58,5.57,3.95,94.21,0.11
1986,8,15,351.2,24.51,34.15,15.58,7.17,5.28,93.85,0.0
1986,8,16,376.0,18.7,25.63,13.28,6.13,4.09,94.7,0.28
1986,8,17,378.7,17.08,23.73,9.53,4.0,2.47,95.51,0.41
1986,8,18,373.5,21.54,30.01,12.15,7.22,4.76,95.1,2.0
1986,8,19,390.3,25.99,35.63,18.85,7.11,4.78,94.62,4.62
1986,8,20,362.8,17.5,23.03,10.37,9.31,5.94,95.74,0.62
1986,8,21,374.3,13.73,19.94,8.31,7.99,6.04,95.69,5.65
1986,8,22,372.1,15.29,20.56,10.8,6.35,4.02,95.1,5.46
1986,8,23,352.6,19.73,28.53,9.44,8.09,4.82,95.09,0.17
1986,8,24,355.9,21.47,30.96,13.6,8.12,5.93,94.27,1.17
1986,8,25,376.6,17.82,23.61,13.58,6.38,3.49,94.89,4.9
1986,8,26,371.7,13.77,19.42,9.22,5.6,4.05,95.65,0.24
1986,8,27,360.9,13.43,20.75,6.71,4.39,2.88,95.86,0.0
1986,8,28,359.2,14.3,22.19,6.19,5.13,4.04,95.35,0.0
1986,8,29,353.1,18.31,27.62,9.14,4.3,2.49,94.7,0.0
1986,8,30,354.3,20.04,28.98,10.66,3.51,2.91,94.58,0.0
1986,8,31,368.0,20.41,25.84,15.97,6.06,4.0,94.77,1.66
1986,9,1,353.5,16.65,22.69,12.37,6.16,5.05,95.04,4.93
1986,9,2,370.4,14.6,18.63,11.38,3.74,1.98,94.57,5.8
1986,9,3,341.9,15.45,22.05,10.07,10.48,5.93,94.38,0.08
1986,9,4,294.7,13.87,20.56,8.45,10.28,6.59,95.04,0.04
1986,9,5,327.6,9.06,12.59,5.65,4.87,3.96,95.67,1.39
1986,9,6,281.0,9.39,16.33,2.97,6.05,4.24,96.02,0.07
1986,9,7,264.9,10.89,18.94,3.8,5.72,4.06,95.68,0.0
1986,9,8,278.5,13.01,21.61,3.39,5.41,3.71,94.81,0.02
1986,9,9,356.6,12.35,17.17,9.5,7.98,5.62,94.14,3.27
1986,9,10,329.1,11.15,13.55,9.62,2.76,1.68,94.01,5.42
1986,9,11,313.6,14.05,20.31,8.22,4.52,2.96,94.38,1.07
1986,9,12,327.0,11.37,16.99,4.87,10.72,6.89,95.17,1.07
1986,9,13,340.2,6.94,12.19,2.33,3.98,2.94,96.0,1.46
1986,9,14,337.4,8.32,15.34,3.27,6.41,4.48,95.61,5.11
1986,9,15,335.5,9.8,16.21,4.59,7.34,5.97,95.82,2.37
1986,9,16,338.4,11.44,16.08,8.22,8.8,5.81,95.08,11.59
1986,9,17,321.0,12.54,19.57,7.16,3.38,2.7,94.87,0.69
1986,9,18,332.1,10.19,15.18,5.33,7.63,5.21,95.32,1.09
1986,9,19,338.4,9.69,13.02,6.86,6.34,3.6,95.14,5.48
1986,9,20,341.0,10.9,15.27,7.96,6.65,4.43,95.18,5.77
1986,9,21,344.2,11.21,15.49,6.23,5.12,3.3,94.98,5.09
1986,9,22,283.1,12.06,20.76,4.27,8.34,5.42,94.74,0.0
1986,9,23,296.0,13.76,22.26,5.65,6.2,4.88,93.97,0.14
1986,9,24,351.2,16.04,22.36,10.36,15.66,7.63,92.9,16.72
1986,9,25,336.1,16.1,21.87,11.25,17.12,9.52,92.4,1.39
1986,9,26,314.6,14.12,21.27,8.95,6.66,3.46,93.84,0.47
1986,9,27,338.7,13.75,19.98,8.41,2.91,1.8,94.52,1.95
1986,9,28,332.5,10.4,13.23,8.04,5.94,4.53,94.49,6.24
1986,9,29,295.6,10.07,16.57,5.57,7.12,4.88,94.46,0.18
1986,9,30,301.9,10.82,17.93,3.1,3.58,2.38,94.7,1.93
1986,10,1,323.9,9.85,14.01,7.31,5.8,4.19,94.53,8.67
1986,10,2,307.1,7.25,10.16,3.99,5.59,4.52,94.79,0.62
1986,10,3,327.2,4.19,9.82,0.59,5.35,3.12,95.22,0.32
1986,10,4,316.3,9.05,16.24,1.29,9.59,6.08,94.61,1.45
1986,10,5,308.7,5.8,10.84,1.57,6.76,4.73,95.48,0.15
1986,10,6,312.0,11.93,20.33,3.46,6.43,4.72,94.72,0.23
1986,10,7,315.7,11.51,18.58,6.25,8.76,5.22,94.5,1.23
1986,10,8,334.1,5.01,8.32,0.12,4.27,3.05,95.63,2.01
1986,10,9,329.4,6.01,12.57,-1.01,10.28,7.3,95.56,0.14
1986,10,10,323.9,6.3,11.01,0.87,9.43,7.24,94.77,0.12
1986,10,11,315.6,-0.28,3.06,-5.2,7.77,5.55,95.83,0.16
1986,10,12,295.5,-1.09,4.08,-6.03,3.74,2.48,95.56,0.02
1986,10,13,295.1,1.54,7.4,-2.65,3.72,2.36,94.66,0.03
1986,10,14,290.6,1.89,8.73,-2.45,8.62,5.09,95.04,0.02
1986,10,15,288.7,6.59,17.4,-3.87,8.27,4.95,95.27,0.0
1986,10,16,281.6,10.62,19.4,3.86,5.05,3.02,95.14,0.0
1986,10,17,271.0,11.37,20.29,5.82,6.43,4.89,95.13,0.01
1986,10,18,291.0,11.01,18.71,7.2,5.51,4.59,95.11,0.05
1986,10,19,260.2,11.59,19.48,6.62,4.41,3.43,95.44,0.02
1986,10,20,242.0,11.01,18.1,5.19,3.4,1.98,95.45,0.0
1986,10,21,263.4,12.23,21.37,6.17,4.7,3.46,94.86,0.01
1986,10,22,287.0,11.79,18.67,6.92,6.27,3.39,94.93,0.02
1986,10,23,269.2,4.99,10.78,0.26,4.54,2.62,95.78,0.0
1986,10,24,299.4,2.83,9.46,-1.01,2.79,1.84,95.67,0.0
1986,10,25,264.4,4.12,11.58,-1.56,3.79,2.93,95.22,0.06
1986,10,26,243.1,8.39,19.02,1.19,5.73,3.83,94.68,0.0
1986,10,27,277.7,12.14,20.2,5.15,7.37,4.58,94.23,0.0
1986,10,28,274.8,7.91,11.78,2.62,8.91,5.5,95.17,0.1
1986,10,29,280.7,4.4,11.07,-0.8,6.55,4.31,95.64,0.02
1986,10,30,288.0,4.16,11.87,-2.99,10.48,6.13,94.27,1.76
1986,10,31,297.8,-0.88,3.44,-7.33,12.47,7.41,95.58,0.05
1986,11,1,259.3,-2.91,3.36,-7.32,5.99,3.38,96.53,0.0
1986,11,2,254.4,0.39,6.14,-4.32,6.26,4.56,95.41,0.06
1986,11,3,269.6,-0.02,3.03,-3.42,5.22,3.09,95.39,0.29
1986,11,4,268.9,4.58,13.77,-3.05,8.34,6.12,94.81,0.65
1986,11,5,271.8,4.93,10.34,2.3,5.88,4.41,94.3,4.99
1986,11,6,260.4,1.21,4.32,-2.09,6.4,5.3,94.68,2.14
1986,11,7,249.2,-4.52,-2.56,-8.07,10.9,8.33,94.11,18.44
1986,11,8,253.7,-9.99,-8.63,-11.74,15.41,12.78,93.93,5.46
1986,11,9,251.3,-13.66,-9.24,-20.36,7.46,4.84,96.02,0.41
1986,11,10,246.1,-19.4,-11.94,-25.16,7.9,5.61,96.06,0.01
1986,11,11,244.1,-15.44,-8.83,-22.26,8.84,4.52,95.32,0.13
1986,11,12,249.5,-18.68,-15.12,-23.63,8.98,6.73,96.84,0.04
1986,11,13,246.7,-13.77,-5.7,-25.02,10.17,6.73,95.37,0.07
1986,11,14,249.8,-9.93,-7.62,-12.13,5.41,3.6,94.86,2.06
1986,11,15,256.1,-8.74,-4.65,-15.96,7.34,4.17,94.36,0.38
1986,11,16,232.8,-3.67,0.71,-9.85,6.08,4.91,93.85,0.5
1986,11,17,250.8,-14.89,-10.42,-17.41,6.47,4.66,94.7,5.53
1986,11,18,256.2,-14.6,-9.47,-20.47,8.74,4.64,95.12,0.43
1986,11,19,242.2,-5.4,0.14,-12.45,8.57,6.84,93.62,0.26
1986,11,20,248.6,-10.59,-2.42,-19.69,7.89,4.9,94.65,0.11
